"dteday","season","yr","mnth","hr","holiday","weekday","workingday"
"7/1/2011","3","0","7",1,"0","5","1"
"7/1/2011","3","0","7",2,"0","5","1"
"7/1/2011","3","0","7",3,"0","5","1"
"7/1/2011","3","0","7",4,"0","5","1"
"7/1/2011","3","0","7",5,"0","5","1"
"7/1/2011","3","0","7",6,"0","5","1"
"7/1/2011","3","0","7",7,"0","5","1"
"7/1/2011","3","0","7",8,"0","5","1"
"7/1/2011","3","0","7",9,"0","5","1"
"7/1/2011","3","0","7",10,"0","5","1"
"7/1/2011","3","0","7",11,"0","5","1"
"7/1/2011","3","0","7",12,"0","5","1"
"7/1/2011","3","0","7",13,"0","5","1"
"7/1/2011","3","0","7",14,"0","5","1"
"7/1/2011","3","0","7",15,"0","5","1"
"7/1/2011","3","0","7",16,"0","5","1"
"7/1/2011","3","0","7",17,"0","5","1"
"7/1/2011","3","0","7",18,"0","5","1"
"7/1/2011","3","0","7",19,"0","5","1"
"7/1/2011","3","0","7",20,"0","5","1"
"7/1/2011","3","0","7",21,"0","5","1"
"7/1/2011","3","0","7",22,"0","5","1"
"7/1/2011","3","0","7",23,"0","5","1"
"7/2/2011","3","0","7",0,"0","6","0"
"7/2/2011","3","0","7",1,"0","6","0"
"7/2/2011","3","0","7",2,"0","6","0"
"7/2/2011","3","0","7",3,"0","6","0"
"7/2/2011","3","0","7",4,"0","6","0"
"7/2/2011","3","0","7",5,"0","6","0"
"7/2/2011","3","0","7",6,"0","6","0"
"7/2/2011","3","0","7",7,"0","6","0"
"7/2/2011","3","0","7",8,"0","6","0"
"7/2/2011","3","0","7",9,"0","6","0"
"7/2/2011","3","0","7",10,"0","6","0"
"7/2/2011","3","0","7",11,"0","6","0"
"7/2/2011","3","0","7",12,"0","6","0"
"7/2/2011","3","0","7",13,"0","6","0"
"7/2/2011","3","0","7",14,"0","6","0"
"7/2/2011","3","0","7",15,"0","6","0"
"7/2/2011","3","0","7",16,"0","6","0"
"7/2/2011","3","0","7",17,"0","6","0"
"7/2/2011","3","0","7",18,"0","6","0"
"7/2/2011","3","0","7",19,"0","6","0"
"7/2/2011","3","0","7",20,"0","6","0"
"7/2/2011","3","0","7",21,"0","6","0"
"7/2/2011","3","0","7",22,"0","6","0"
"7/2/2011","3","0","7",23,"0","6","0"
"7/3/2011","3","0","7",0,"0","0","0"
"7/3/2011","3","0","7",1,"0","0","0"
"7/3/2011","3","0","7",2,"0","0","0"
"7/3/2011","3","0","7",3,"0","0","0"
"7/3/2011","3","0","7",4,"0","0","0"
"7/3/2011","3","0","7",5,"0","0","0"
"7/3/2011","3","0","7",6,"0","0","0"
"7/3/2011","3","0","7",7,"0","0","0"
"7/3/2011","3","0","7",8,"0","0","0"
"7/3/2011","3","0","7",9,"0","0","0"
"7/3/2011","3","0","7",10,"0","0","0"
"7/3/2011","3","0","7",11,"0","0","0"
"7/3/2011","3","0","7",12,"0","0","0"
"7/3/2011","3","0","7",13,"0","0","0"
"7/3/2011","3","0","7",14,"0","0","0"
"7/3/2011","3","0","7",15,"0","0","0"
"7/3/2011","3","0","7",16,"0","0","0"
"7/3/2011","3","0","7",17,"0","0","0"
"7/3/2011","3","0","7",18,"0","0","0"
"7/3/2011","3","0","7",19,"0","0","0"
"7/3/2011","3","0","7",20,"0","0","0"
"7/3/2011","3","0","7",21,"0","0","0"
"7/3/2011","3","0","7",22,"0","0","0"
"7/3/2011","3","0","7",23,"0","0","0"
"7/4/2011","3","0","7",0,"1","1","0"
"7/4/2011","3","0","7",1,"1","1","0"
"7/4/2011","3","0","7",2,"1","1","0"
"7/4/2011","3","0","7",3,"1","1","0"
"7/4/2011","3","0","7",4,"1","1","0"
"7/4/2011","3","0","7",5,"1","1","0"
"7/4/2011","3","0","7",6,"1","1","0"
"7/4/2011","3","0","7",7,"1","1","0"
"7/4/2011","3","0","7",8,"1","1","0"
"7/4/2011","3","0","7",9,"1","1","0"
"7/4/2011","3","0","7",10,"1","1","0"
"7/4/2011","3","0","7",11,"1","1","0"
"7/4/2011","3","0","7",12,"1","1","0"
"7/4/2011","3","0","7",13,"1","1","0"
"7/4/2011","3","0","7",14,"1","1","0"
"7/4/2011","3","0","7",15,"1","1","0"
"7/4/2011","3","0","7",16,"1","1","0"
"7/4/2011","3","0","7",17,"1","1","0"
"7/4/2011","3","0","7",18,"1","1","0"
"7/4/2011","3","0","7",19,"1","1","0"
"7/4/2011","3","0","7",20,"1","1","0"
"7/4/2011","3","0","7",21,"1","1","0"
"7/4/2011","3","0","7",22,"1","1","0"
"7/4/2011","3","0","7",23,"1","1","0"
"7/5/2011","3","0","7",0,"0","2","1"
"7/5/2011","3","0","7",1,"0","2","1"
"7/5/2011","3","0","7",2,"0","2","1"
"7/5/2011","3","0","7",3,"0","2","1"
"7/5/2011","3","0","7",4,"0","2","1"
"7/5/2011","3","0","7",5,"0","2","1"
"7/5/2011","3","0","7",6,"0","2","1"
"7/5/2011","3","0","7",7,"0","2","1"
"7/5/2011","3","0","7",8,"0","2","1"
"7/5/2011","3","0","7",9,"0","2","1"
"7/5/2011","3","0","7",10,"0","2","1"
"7/5/2011","3","0","7",11,"0","2","1"
"7/5/2011","3","0","7",12,"0","2","1"
"7/5/2011","3","0","7",13,"0","2","1"
"7/5/2011","3","0","7",14,"0","2","1"
"7/5/2011","3","0","7",15,"0","2","1"
"7/5/2011","3","0","7",16,"0","2","1"
"7/5/2011","3","0","7",17,"0","2","1"
"7/5/2011","3","0","7",18,"0","2","1"
"7/5/2011","3","0","7",19,"0","2","1"
"7/5/2011","3","0","7",20,"0","2","1"
"7/5/2011","3","0","7",21,"0","2","1"
"7/5/2011","3","0","7",22,"0","2","1"
"7/5/2011","3","0","7",23,"0","2","1"
"7/6/2011","3","0","7",0,"0","3","1"
"7/6/2011","3","0","7",1,"0","3","1"
"7/6/2011","3","0","7",2,"0","3","1"
"7/6/2011","3","0","7",3,"0","3","1"
"7/6/2011","3","0","7",4,"0","3","1"
"7/6/2011","3","0","7",5,"0","3","1"
"7/6/2011","3","0","7",6,"0","3","1"
"7/6/2011","3","0","7",7,"0","3","1"
"7/6/2011","3","0","7",8,"0","3","1"
"7/6/2011","3","0","7",9,"0","3","1"
"7/6/2011","3","0","7",10,"0","3","1"
"7/6/2011","3","0","7",11,"0","3","1"
"7/6/2011","3","0","7",12,"0","3","1"
"7/6/2011","3","0","7",13,"0","3","1"
"7/6/2011","3","0","7",14,"0","3","1"
"7/6/2011","3","0","7",15,"0","3","1"
"7/6/2011","3","0","7",16,"0","3","1"
"7/6/2011","3","0","7",17,"0","3","1"
"7/6/2011","3","0","7",18,"0","3","1"
"7/6/2011","3","0","7",19,"0","3","1"
"7/6/2011","3","0","7",20,"0","3","1"
"7/6/2011","3","0","7",21,"0","3","1"
"7/6/2011","3","0","7",22,"0","3","1"
"7/6/2011","3","0","7",23,"0","3","1"
"7/7/2011","3","0","7",0,"0","4","1"
"7/7/2011","3","0","7",1,"0","4","1"
"7/7/2011","3","0","7",2,"0","4","1"
"7/7/2011","3","0","7",3,"0","4","1"
"7/7/2011","3","0","7",4,"0","4","1"
"7/7/2011","3","0","7",5,"0","4","1"
"7/7/2011","3","0","7",6,"0","4","1"
"7/7/2011","3","0","7",7,"0","4","1"
"7/7/2011","3","0","7",8,"0","4","1"
"7/7/2011","3","0","7",9,"0","4","1"
"7/7/2011","3","0","7",10,"0","4","1"
"7/7/2011","3","0","7",11,"0","4","1"
"7/7/2011","3","0","7",12,"0","4","1"
"7/7/2011","3","0","7",13,"0","4","1"
"7/7/2011","3","0","7",14,"0","4","1"
"7/7/2011","3","0","7",15,"0","4","1"
"7/7/2011","3","0","7",16,"0","4","1"
"7/7/2011","3","0","7",17,"0","4","1"
"7/7/2011","3","0","7",18,"0","4","1"
"7/7/2011","3","0","7",19,"0","4","1"
"7/7/2011","3","0","7",20,"0","4","1"
"7/7/2011","3","0","7",21,"0","4","1"
"7/7/2011","3","0","7",22,"0","4","1"
"7/7/2011","3","0","7",23,"0","4","1"
"7/8/2011","3","0","7",0,"0","5","1"
"7/8/2011","3","0","7",1,"0","5","1"
"7/8/2011","3","0","7",2,"0","5","1"
"7/8/2011","3","0","7",3,"0","5","1"
"7/8/2011","3","0","7",4,"0","5","1"
"7/8/2011","3","0","7",5,"0","5","1"
"7/8/2011","3","0","7",6,"0","5","1"
"7/8/2011","3","0","7",7,"0","5","1"
"7/8/2011","3","0","7",8,"0","5","1"
"7/8/2011","3","0","7",9,"0","5","1"
"7/8/2011","3","0","7",10,"0","5","1"
"7/8/2011","3","0","7",11,"0","5","1"
"7/8/2011","3","0","7",12,"0","5","1"
"7/8/2011","3","0","7",13,"0","5","1"
"7/8/2011","3","0","7",14,"0","5","1"
"7/8/2011","3","0","7",15,"0","5","1"
"7/8/2011","3","0","7",16,"0","5","1"
"7/8/2011","3","0","7",17,"0","5","1"
"7/8/2011","3","0","7",18,"0","5","1"
"7/8/2011","3","0","7",19,"0","5","1"
"7/8/2011","3","0","7",20,"0","5","1"
"7/8/2011","3","0","7",21,"0","5","1"
"7/8/2011","3","0","7",22,"0","5","1"
"7/8/2011","3","0","7",23,"0","5","1"
"7/9/2011","3","0","7",0,"0","6","0"
"7/9/2011","3","0","7",1,"0","6","0"
"7/9/2011","3","0","7",2,"0","6","0"
"7/9/2011","3","0","7",3,"0","6","0"
"7/9/2011","3","0","7",4,"0","6","0"
"7/9/2011","3","0","7",5,"0","6","0"
"7/9/2011","3","0","7",6,"0","6","0"
"7/9/2011","3","0","7",7,"0","6","0"
"7/9/2011","3","0","7",8,"0","6","0"
"7/9/2011","3","0","7",9,"0","6","0"
"7/9/2011","3","0","7",10,"0","6","0"
"7/9/2011","3","0","7",11,"0","6","0"
"7/9/2011","3","0","7",12,"0","6","0"
"7/9/2011","3","0","7",13,"0","6","0"
"7/9/2011","3","0","7",14,"0","6","0"
"7/9/2011","3","0","7",15,"0","6","0"
"7/9/2011","3","0","7",16,"0","6","0"
"7/9/2011","3","0","7",17,"0","6","0"
"7/9/2011","3","0","7",18,"0","6","0"
"7/9/2011","3","0","7",19,"0","6","0"
"7/9/2011","3","0","7",20,"0","6","0"
"7/9/2011","3","0","7",21,"0","6","0"
"7/9/2011","3","0","7",22,"0","6","0"
"7/9/2011","3","0","7",23,"0","6","0"
"7/10/2011","3","0","7",0,"0","0","0"
"7/10/2011","3","0","7",1,"0","0","0"
"7/10/2011","3","0","7",2,"0","0","0"
"7/10/2011","3","0","7",3,"0","0","0"
"7/10/2011","3","0","7",4,"0","0","0"
"7/10/2011","3","0","7",5,"0","0","0"
"7/10/2011","3","0","7",6,"0","0","0"
"7/10/2011","3","0","7",7,"0","0","0"
"7/10/2011","3","0","7",8,"0","0","0"
"7/10/2011","3","0","7",9,"0","0","0"
"7/10/2011","3","0","7",10,"0","0","0"
"7/10/2011","3","0","7",11,"0","0","0"
"7/10/2011","3","0","7",12,"0","0","0"
"7/10/2011","3","0","7",13,"0","0","0"
"7/10/2011","3","0","7",14,"0","0","0"
"7/10/2011","3","0","7",15,"0","0","0"
"7/10/2011","3","0","7",16,"0","0","0"
"7/10/2011","3","0","7",17,"0","0","0"
"7/10/2011","3","0","7",18,"0","0","0"
"7/10/2011","3","0","7",19,"0","0","0"
"7/10/2011","3","0","7",20,"0","0","0"
"7/10/2011","3","0","7",21,"0","0","0"
"7/10/2011","3","0","7",22,"0","0","0"
"7/10/2011","3","0","7",23,"0","0","0"
"7/11/2011","3","0","7",0,"0","1","1"
"7/11/2011","3","0","7",1,"0","1","1"
"7/11/2011","3","0","7",2,"0","1","1"
"7/11/2011","3","0","7",3,"0","1","1"
"7/11/2011","3","0","7",4,"0","1","1"
"7/11/2011","3","0","7",5,"0","1","1"
"7/11/2011","3","0","7",6,"0","1","1"
"7/11/2011","3","0","7",7,"0","1","1"
"7/11/2011","3","0","7",8,"0","1","1"
"7/11/2011","3","0","7",9,"0","1","1"
"7/11/2011","3","0","7",10,"0","1","1"
"7/11/2011","3","0","7",11,"0","1","1"
"7/11/2011","3","0","7",12,"0","1","1"
"7/11/2011","3","0","7",13,"0","1","1"
"7/11/2011","3","0","7",14,"0","1","1"
"7/11/2011","3","0","7",15,"0","1","1"
"7/11/2011","3","0","7",16,"0","1","1"
"7/11/2011","3","0","7",17,"0","1","1"
"7/11/2011","3","0","7",18,"0","1","1"
"7/11/2011","3","0","7",19,"0","1","1"
"7/11/2011","3","0","7",20,"0","1","1"
"7/11/2011","3","0","7",21,"0","1","1"
"7/11/2011","3","0","7",22,"0","1","1"
"7/11/2011","3","0","7",23,"0","1","1"
"7/12/2011","3","0","7",0,"0","2","1"
"7/12/2011","3","0","7",1,"0","2","1"
"7/12/2011","3","0","7",2,"0","2","1"
"7/12/2011","3","0","7",3,"0","2","1"
"7/12/2011","3","0","7",4,"0","2","1"
"7/12/2011","3","0","7",5,"0","2","1"
"7/12/2011","3","0","7",6,"0","2","1"
"7/12/2011","3","0","7",7,"0","2","1"
"7/12/2011","3","0","7",8,"0","2","1"
"7/12/2011","3","0","7",9,"0","2","1"
"7/12/2011","3","0","7",10,"0","2","1"
"7/12/2011","3","0","7",11,"0","2","1"
"7/12/2011","3","0","7",12,"0","2","1"
"7/12/2011","3","0","7",13,"0","2","1"
"7/12/2011","3","0","7",14,"0","2","1"
"7/12/2011","3","0","7",15,"0","2","1"
"7/12/2011","3","0","7",16,"0","2","1"
"7/12/2011","3","0","7",17,"0","2","1"
"7/12/2011","3","0","7",18,"0","2","1"
"7/12/2011","3","0","7",19,"0","2","1"
"7/12/2011","3","0","7",20,"0","2","1"
"7/12/2011","3","0","7",21,"0","2","1"
"7/12/2011","3","0","7",22,"0","2","1"
"7/12/2011","3","0","7",23,"0","2","1"
"7/13/2011","3","0","7",0,"0","3","1"
"7/13/2011","3","0","7",1,"0","3","1"
"7/13/2011","3","0","7",2,"0","3","1"
"7/13/2011","3","0","7",3,"0","3","1"
"7/13/2011","3","0","7",4,"0","3","1"
"7/13/2011","3","0","7",5,"0","3","1"
"7/13/2011","3","0","7",6,"0","3","1"
"7/13/2011","3","0","7",7,"0","3","1"
"7/13/2011","3","0","7",8,"0","3","1"
"7/13/2011","3","0","7",9,"0","3","1"
"7/13/2011","3","0","7",10,"0","3","1"
"7/13/2011","3","0","7",11,"0","3","1"
"7/13/2011","3","0","7",12,"0","3","1"
"7/13/2011","3","0","7",13,"0","3","1"
"7/13/2011","3","0","7",14,"0","3","1"
"7/13/2011","3","0","7",15,"0","3","1"
"7/13/2011","3","0","7",16,"0","3","1"
"7/13/2011","3","0","7",17,"0","3","1"
"7/13/2011","3","0","7",18,"0","3","1"
"7/13/2011","3","0","7",19,"0","3","1"
"7/13/2011","3","0","7",20,"0","3","1"
"7/13/2011","3","0","7",21,"0","3","1"
"7/13/2011","3","0","7",22,"0","3","1"
"7/13/2011","3","0","7",23,"0","3","1"
"7/14/2011","3","0","7",0,"0","4","1"
"7/14/2011","3","0","7",1,"0","4","1"
"7/14/2011","3","0","7",2,"0","4","1"
"7/14/2011","3","0","7",3,"0","4","1"
"7/14/2011","3","0","7",4,"0","4","1"
"7/14/2011","3","0","7",5,"0","4","1"
"7/14/2011","3","0","7",6,"0","4","1"
"7/14/2011","3","0","7",7,"0","4","1"
"7/14/2011","3","0","7",8,"0","4","1"
"7/14/2011","3","0","7",9,"0","4","1"
"7/14/2011","3","0","7",10,"0","4","1"
"7/14/2011","3","0","7",11,"0","4","1"
"7/14/2011","3","0","7",12,"0","4","1"
"7/14/2011","3","0","7",13,"0","4","1"
"7/14/2011","3","0","7",14,"0","4","1"
"7/14/2011","3","0","7",15,"0","4","1"
"7/14/2011","3","0","7",16,"0","4","1"
"7/14/2011","3","0","7",17,"0","4","1"
"7/14/2011","3","0","7",18,"0","4","1"
"7/14/2011","3","0","7",19,"0","4","1"
"7/14/2011","3","0","7",20,"0","4","1"
"7/14/2011","3","0","7",21,"0","4","1"
"7/14/2011","3","0","7",22,"0","4","1"
"7/14/2011","3","0","7",23,"0","4","1"
"7/15/2011","3","0","7",0,"0","5","1"
"7/15/2011","3","0","7",1,"0","5","1"
"7/15/2011","3","0","7",2,"0","5","1"
"7/15/2011","3","0","7",3,"0","5","1"
"7/15/2011","3","0","7",4,"0","5","1"
"7/15/2011","3","0","7",5,"0","5","1"
"7/15/2011","3","0","7",6,"0","5","1"
"7/15/2011","3","0","7",7,"0","5","1"
"7/15/2011","3","0","7",8,"0","5","1"
"7/15/2011","3","0","7",9,"0","5","1"
"7/15/2011","3","0","7",10,"0","5","1"
"7/15/2011","3","0","7",11,"0","5","1"
"7/15/2011","3","0","7",12,"0","5","1"
"7/15/2011","3","0","7",13,"0","5","1"
"7/15/2011","3","0","7",14,"0","5","1"
"7/15/2011","3","0","7",15,"0","5","1"
"7/15/2011","3","0","7",16,"0","5","1"
"7/15/2011","3","0","7",17,"0","5","1"
"7/15/2011","3","0","7",18,"0","5","1"
"7/15/2011","3","0","7",19,"0","5","1"
"7/15/2011","3","0","7",20,"0","5","1"
"7/15/2011","3","0","7",21,"0","5","1"
"7/15/2011","3","0","7",22,"0","5","1"
"7/15/2011","3","0","7",23,"0","5","1"
"7/16/2011","3","0","7",0,"0","6","0"
"7/16/2011","3","0","7",1,"0","6","0"
"7/16/2011","3","0","7",2,"0","6","0"
"7/16/2011","3","0","7",3,"0","6","0"
"7/16/2011","3","0","7",4,"0","6","0"
"7/16/2011","3","0","7",5,"0","6","0"
"7/16/2011","3","0","7",6,"0","6","0"
"7/16/2011","3","0","7",7,"0","6","0"
"7/16/2011","3","0","7",8,"0","6","0"
"7/16/2011","3","0","7",9,"0","6","0"
"7/16/2011","3","0","7",10,"0","6","0"
"7/16/2011","3","0","7",11,"0","6","0"
"7/16/2011","3","0","7",12,"0","6","0"
"7/16/2011","3","0","7",13,"0","6","0"
"7/16/2011","3","0","7",14,"0","6","0"
"7/16/2011","3","0","7",15,"0","6","0"
"7/16/2011","3","0","7",16,"0","6","0"
"7/16/2011","3","0","7",17,"0","6","0"
"7/16/2011","3","0","7",18,"0","6","0"
"7/16/2011","3","0","7",19,"0","6","0"
"7/16/2011","3","0","7",20,"0","6","0"
"7/16/2011","3","0","7",21,"0","6","0"
"7/16/2011","3","0","7",22,"0","6","0"
"7/16/2011","3","0","7",23,"0","6","0"
"7/17/2011","3","0","7",0,"0","0","0"
"7/17/2011","3","0","7",1,"0","0","0"
"7/17/2011","3","0","7",2,"0","0","0"
"7/17/2011","3","0","7",3,"0","0","0"
"7/17/2011","3","0","7",4,"0","0","0"
"7/17/2011","3","0","7",5,"0","0","0"
"7/17/2011","3","0","7",6,"0","0","0"
"7/17/2011","3","0","7",7,"0","0","0"
"7/17/2011","3","0","7",8,"0","0","0"
"7/17/2011","3","0","7",9,"0","0","0"
"7/17/2011","3","0","7",10,"0","0","0"
"7/17/2011","3","0","7",11,"0","0","0"
"7/17/2011","3","0","7",12,"0","0","0"
"7/17/2011","3","0","7",13,"0","0","0"
"7/17/2011","3","0","7",14,"0","0","0"
"7/17/2011","3","0","7",15,"0","0","0"
"7/17/2011","3","0","7",16,"0","0","0"
"7/17/2011","3","0","7",17,"0","0","0"
"7/17/2011","3","0","7",18,"0","0","0"
"7/17/2011","3","0","7",19,"0","0","0"
"7/17/2011","3","0","7",20,"0","0","0"
"7/17/2011","3","0","7",21,"0","0","0"
"7/17/2011","3","0","7",22,"0","0","0"
"7/17/2011","3","0","7",23,"0","0","0"
"7/18/2011","3","0","7",0,"0","1","1"
"7/18/2011","3","0","7",1,"0","1","1"
"7/18/2011","3","0","7",2,"0","1","1"
"7/18/2011","3","0","7",3,"0","1","1"
"7/18/2011","3","0","7",4,"0","1","1"
"7/18/2011","3","0","7",5,"0","1","1"
"7/18/2011","3","0","7",6,"0","1","1"
"7/18/2011","3","0","7",7,"0","1","1"
"7/18/2011","3","0","7",8,"0","1","1"
"7/18/2011","3","0","7",9,"0","1","1"
"7/18/2011","3","0","7",10,"0","1","1"
"7/18/2011","3","0","7",11,"0","1","1"
"7/18/2011","3","0","7",12,"0","1","1"
"7/18/2011","3","0","7",13,"0","1","1"
"7/18/2011","3","0","7",14,"0","1","1"
"7/18/2011","3","0","7",15,"0","1","1"
"7/18/2011","3","0","7",16,"0","1","1"
"7/18/2011","3","0","7",17,"0","1","1"
"7/18/2011","3","0","7",18,"0","1","1"
"7/18/2011","3","0","7",19,"0","1","1"
"7/18/2011","3","0","7",20,"0","1","1"
"7/18/2011","3","0","7",21,"0","1","1"
"7/18/2011","3","0","7",22,"0","1","1"
"7/18/2011","3","0","7",23,"0","1","1"
"7/19/2011","3","0","7",0,"0","2","1"
"7/19/2011","3","0","7",1,"0","2","1"
"7/19/2011","3","0","7",2,"0","2","1"
"7/19/2011","3","0","7",3,"0","2","1"
"7/19/2011","3","0","7",4,"0","2","1"
"7/19/2011","3","0","7",5,"0","2","1"
"7/19/2011","3","0","7",6,"0","2","1"
"7/19/2011","3","0","7",7,"0","2","1"
"7/19/2011","3","0","7",8,"0","2","1"
"7/19/2011","3","0","7",9,"0","2","1"
"7/19/2011","3","0","7",10,"0","2","1"
"7/19/2011","3","0","7",11,"0","2","1"
"7/19/2011","3","0","7",12,"0","2","1"
"7/19/2011","3","0","7",13,"0","2","1"
"7/19/2011","3","0","7",14,"0","2","1"
"7/19/2011","3","0","7",15,"0","2","1"
"7/19/2011","3","0","7",16,"0","2","1"
"7/19/2011","3","0","7",17,"0","2","1"
"7/19/2011","3","0","7",18,"0","2","1"
"7/19/2011","3","0","7",19,"0","2","1"
"7/19/2011","3","0","7",20,"0","2","1"
"7/19/2011","3","0","7",21,"0","2","1"
"7/19/2011","3","0","7",22,"0","2","1"
"7/19/2011","3","0","7",23,"0","2","1"
"7/20/2011","3","0","7",0,"0","3","1"
"7/20/2011","3","0","7",1,"0","3","1"
"7/20/2011","3","0","7",2,"0","3","1"
"7/20/2011","3","0","7",3,"0","3","1"
"7/20/2011","3","0","7",4,"0","3","1"
"7/20/2011","3","0","7",5,"0","3","1"
"7/20/2011","3","0","7",6,"0","3","1"
"7/20/2011","3","0","7",7,"0","3","1"
"7/20/2011","3","0","7",8,"0","3","1"
"7/20/2011","3","0","7",9,"0","3","1"
"7/20/2011","3","0","7",10,"0","3","1"
"7/20/2011","3","0","7",11,"0","3","1"
"7/20/2011","3","0","7",12,"0","3","1"
"7/20/2011","3","0","7",13,"0","3","1"
"7/20/2011","3","0","7",14,"0","3","1"
"7/20/2011","3","0","7",15,"0","3","1"
"7/20/2011","3","0","7",16,"0","3","1"
"7/20/2011","3","0","7",17,"0","3","1"
"7/20/2011","3","0","7",18,"0","3","1"
"7/20/2011","3","0","7",19,"0","3","1"
"7/20/2011","3","0","7",20,"0","3","1"
"7/20/2011","3","0","7",21,"0","3","1"
"7/20/2011","3","0","7",22,"0","3","1"
"7/20/2011","3","0","7",23,"0","3","1"
"7/21/2011","3","0","7",0,"0","4","1"
"7/21/2011","3","0","7",1,"0","4","1"
"7/21/2011","3","0","7",2,"0","4","1"
"7/21/2011","3","0","7",3,"0","4","1"
"7/21/2011","3","0","7",4,"0","4","1"
"7/21/2011","3","0","7",5,"0","4","1"
"7/21/2011","3","0","7",6,"0","4","1"
"7/21/2011","3","0","7",7,"0","4","1"
"7/21/2011","3","0","7",8,"0","4","1"
"7/21/2011","3","0","7",9,"0","4","1"
"7/21/2011","3","0","7",10,"0","4","1"
"7/21/2011","3","0","7",11,"0","4","1"
"7/21/2011","3","0","7",12,"0","4","1"
"7/21/2011","3","0","7",13,"0","4","1"
"7/21/2011","3","0","7",14,"0","4","1"
"7/21/2011","3","0","7",15,"0","4","1"
"7/21/2011","3","0","7",16,"0","4","1"
"7/21/2011","3","0","7",17,"0","4","1"
"7/21/2011","3","0","7",18,"0","4","1"
"7/21/2011","3","0","7",19,"0","4","1"
"7/21/2011","3","0","7",20,"0","4","1"
"7/21/2011","3","0","7",21,"0","4","1"
"7/21/2011","3","0","7",22,"0","4","1"
"7/21/2011","3","0","7",23,"0","4","1"
"7/22/2011","3","0","7",0,"0","5","1"
"7/22/2011","3","0","7",1,"0","5","1"
"7/22/2011","3","0","7",2,"0","5","1"
"7/22/2011","3","0","7",3,"0","5","1"
"7/22/2011","3","0","7",4,"0","5","1"
"7/22/2011","3","0","7",5,"0","5","1"
"7/22/2011","3","0","7",6,"0","5","1"
"7/22/2011","3","0","7",7,"0","5","1"
"7/22/2011","3","0","7",8,"0","5","1"
"7/22/2011","3","0","7",9,"0","5","1"
"7/22/2011","3","0","7",10,"0","5","1"
"7/22/2011","3","0","7",11,"0","5","1"
"7/22/2011","3","0","7",12,"0","5","1"
"7/22/2011","3","0","7",13,"0","5","1"
"7/22/2011","3","0","7",14,"0","5","1"
"7/22/2011","3","0","7",15,"0","5","1"
"7/22/2011","3","0","7",16,"0","5","1"
"7/22/2011","3","0","7",17,"0","5","1"
"7/22/2011","3","0","7",18,"0","5","1"
"7/22/2011","3","0","7",19,"0","5","1"
"7/22/2011","3","0","7",20,"0","5","1"
"7/22/2011","3","0","7",21,"0","5","1"
"7/22/2011","3","0","7",22,"0","5","1"
"7/22/2011","3","0","7",23,"0","5","1"
"7/23/2011","3","0","7",0,"0","6","0"
"7/23/2011","3","0","7",1,"0","6","0"
"7/23/2011","3","0","7",2,"0","6","0"
"7/23/2011","3","0","7",3,"0","6","0"
"7/23/2011","3","0","7",4,"0","6","0"
"7/23/2011","3","0","7",5,"0","6","0"
"7/23/2011","3","0","7",6,"0","6","0"
"7/23/2011","3","0","7",7,"0","6","0"
"7/23/2011","3","0","7",8,"0","6","0"
"7/23/2011","3","0","7",9,"0","6","0"
"7/23/2011","3","0","7",10,"0","6","0"
"7/23/2011","3","0","7",11,"0","6","0"
"7/23/2011","3","0","7",12,"0","6","0"
"7/23/2011","3","0","7",13,"0","6","0"
"7/23/2011","3","0","7",14,"0","6","0"
"7/23/2011","3","0","7",15,"0","6","0"
"7/23/2011","3","0","7",16,"0","6","0"
"7/23/2011","3","0","7",17,"0","6","0"
"7/23/2011","3","0","7",18,"0","6","0"
"7/23/2011","3","0","7",19,"0","6","0"
"7/23/2011","3","0","7",20,"0","6","0"
"7/23/2011","3","0","7",21,"0","6","0"
"7/23/2011","3","0","7",22,"0","6","0"
"7/23/2011","3","0","7",23,"0","6","0"
"7/24/2011","3","0","7",0,"0","0","0"
"7/24/2011","3","0","7",1,"0","0","0"
"7/24/2011","3","0","7",2,"0","0","0"
"7/24/2011","3","0","7",3,"0","0","0"
"7/24/2011","3","0","7",4,"0","0","0"
"7/24/2011","3","0","7",5,"0","0","0"
"7/24/2011","3","0","7",6,"0","0","0"
"7/24/2011","3","0","7",7,"0","0","0"
"7/24/2011","3","0","7",8,"0","0","0"
"7/24/2011","3","0","7",9,"0","0","0"
"7/24/2011","3","0","7",10,"0","0","0"
"7/24/2011","3","0","7",11,"0","0","0"
"7/24/2011","3","0","7",12,"0","0","0"
"7/24/2011","3","0","7",13,"0","0","0"
"7/24/2011","3","0","7",14,"0","0","0"
"7/24/2011","3","0","7",15,"0","0","0"
"7/24/2011","3","0","7",16,"0","0","0"
"7/24/2011","3","0","7",17,"0","0","0"
"7/24/2011","3","0","7",18,"0","0","0"
"7/24/2011","3","0","7",19,"0","0","0"
"7/24/2011","3","0","7",20,"0","0","0"
"7/24/2011","3","0","7",21,"0","0","0"
"7/24/2011","3","0","7",22,"0","0","0"
"7/24/2011","3","0","7",23,"0","0","0"
"7/25/2011","3","0","7",0,"0","1","1"
"7/25/2011","3","0","7",1,"0","1","1"
"7/25/2011","3","0","7",2,"0","1","1"
"7/25/2011","3","0","7",3,"0","1","1"
"7/25/2011","3","0","7",4,"0","1","1"
"7/25/2011","3","0","7",5,"0","1","1"
"7/25/2011","3","0","7",6,"0","1","1"
